text,label,category
89 currently viewing,1,Social Proof
Used Leica Cameras,0,Not Dark Pattern
Purchased 8 times in the last few days.,1,Social Proof
"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",1,Social Proof
View All Bearings,0,Not Dark Pattern
Low in stock: only 1 left.,1,Scarcity
American Diamond Earrings,0,Not Dark Pattern
 cm in ,0,Not Dark Pattern
Personalize your doll,1,Misdirection
 sales@scandinavianoutdoor.com ,0,Not Dark Pattern
 Searching...,0,Not Dark Pattern
Flat Iron,0,Not Dark Pattern
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,0,Not Dark Pattern
Availability: 5 items left,1,Scarcity
"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",1,Social Proof
 View product View SAA Standard Membership Renewal - Credit/Debit Card - One Year Only ,0,Not Dark Pattern
The World Fair Trade Organization Label guarantees that People Tree follows Fair Trade best practices in our organisation.,0,Not Dark Pattern
Packed with Super Citrimax,0,Not Dark Pattern
"No thanks, I don't want to look my best",1,Misdirection
"Check your orders, in-store quotes & more",0,Not Dark Pattern
Thermostats,0,Not Dark Pattern
"Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tideâ€™s lifestyle blog, and follow us on social media. ",0,Not Dark Pattern
The Wizard of Oz,0,Not Dark Pattern
"ONLY 5 LEFT, ORDER SOON!",1,Scarcity
Prices shown for delivery to JAPAN Change delivery country,0,Not Dark Pattern
Barbour International,0,Not Dark Pattern
70% offers claimed. Hurry up!,1,Scarcity
Only 1 Left!,1,Scarcity
M-Class Remotes,0,Not Dark Pattern
"Sorry, this is out of stock. You just missed it.",1,Scarcity
Your order is reserved for 19:57 minutes.,1,Urgency
Clearance Optic Accessories Deals,0,Not Dark Pattern
Hurry! Limited Quantity Available.,1,Scarcity
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,1,Misdirection
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",1,Social Proof
3 Left!,1,Scarcity
Highline Double Wheel Bag,0,Not Dark Pattern
Only 5 Left,1,Scarcity
Only 1 left in stock - Order soon,1,Scarcity
Only 1 left.,1,Scarcity
 Soft Toys ,0,Not Dark Pattern
"ONCE IT'S GONE, IT'S GONE",1,Scarcity
Lease to Own conditions,0,Not Dark Pattern
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!),1,Urgency
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,1,Urgency
Elegant A Line Short Sleeve Satin Bateau Floor-length Mother of the Bride Dress with Ribbon,0,Not Dark Pattern
Tidal Waves Collection,0,Not Dark Pattern
POPULAR 62 others checked this out in the last few hours.,1,Social Proof
Trowels & Putty Knife,0,Not Dark Pattern
Gifts By Price,0,Not Dark Pattern
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",1,Misdirection
 PopWallet+ Refine by Product Type: PopWallet+ ,0,Not Dark Pattern
FootwearHome & Office,0,Not Dark Pattern
Get 20% off Sample Doors! Ã—Offer Ends In 58 : 29 Use Promo Code sample20off,1,Urgency
HURRY! ONLY 11 LEFT IN STOCK.,1,Scarcity
Hurry up! 22 people other than you have this product in their cart,1,Social Proof
 family ,0,Not Dark Pattern
Kinky Curly Wigs,0,Not Dark Pattern
Devices ,0,Not Dark Pattern
Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking
 Digital Device Covers ,0,Not Dark Pattern
Pleated Skirts,0,Not Dark Pattern
beautifully written prose,0,Not Dark Pattern
4 days 05:46:20,1,Urgency
Corporate Responsibility Report,0,Not Dark Pattern
 æ‰‹éŒ¶ / Watches ,0,Not Dark Pattern
Only 69 left!,1,Scarcity
52 people have added this product to bag in the last 72 hours,1,Social Proof
156 sold in last 24 hours,1,Social Proof
BROKEN REMOTE? FIX IT YOURSELF AND SAVE HUGE,0,Not Dark Pattern
Offer ends 0Hours:04Minutes:46Seconds,1,Urgency
COMBAT GEARHot,0,Not Dark Pattern
"1,446 people have viewed this item",1,Social Proof
Order in 14:53 to get 2 pillows for free,1,Urgency
HURRY ONLY 9 LEFT IN STOCK!,1,Scarcity
only 1 in stock,1,Scarcity
Grey Jewelry,0,Not Dark Pattern
 Select shake flavor: ,0,Not Dark Pattern
ON SALE AT $1.99 FOR A LIMITED TIME,1,Urgency
Submitted by Fermin Larracilla PÃ©rez,0,Not Dark Pattern
Polycarbonate,0,Not Dark Pattern
Browse by A-Z,0,Not Dark Pattern
 Other Snacks ,0,Not Dark Pattern
Less than 6 items left,1,Scarcity
"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",1,Social Proof
Other Promotions,0,Not Dark Pattern
Recommended,0,Not Dark Pattern
17 people have added this item to cart,1,Social Proof
Free Shipping. Limited Time Only. for orders over $50,1,Urgency
Set SALE IntoÂ Summer ,0,Not Dark Pattern
 IZZY MIDI DRESS Ivory ,0,Not Dark Pattern
 Gold Refine by Color: Gold ,0,Not Dark Pattern
View All Homeware,0,Not Dark Pattern
Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.,1,Urgency
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,1,Urgency
 Explore more styles from this printspiration ,0,Not Dark Pattern
Hurry! Only 2 Left,1,Scarcity
1 LEFT IN THIS SIZE,1,Scarcity
"Hurry, only 6 left in stock!",1,Scarcity
"Sponges, Mitts & Bath Brushes",0,Not Dark Pattern
Crystal Lotus Sriyantras ,0,Not Dark Pattern
No thanks. I donâ€™t want to save money.,1,Misdirection
Other CollectiblesPhotos,0,Not Dark Pattern
Need a Hand?,0,Not Dark Pattern
Hurry !! Only 52 left in stock,1,Scarcity
Free 60 day VIP trial membership with this order. Cancel anytime.,1,Sneaking
Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDGâ€™s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.,1,Obstruction
lego harry potter,0,Not Dark Pattern
Most of our orders are from repeat customers.,0,Not Dark Pattern
New In Bottoms,0,Not Dark Pattern
Want to add one of these?,1,Misdirection
 Base Layer & Thermals ,0,Not Dark Pattern
FANSTASTIC DEALS,1,Misdirection
"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",1,Social Proof
'Keeper of Lost Things',0,Not Dark Pattern
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,1,Misdirection
Hair Care Remedies,0,Not Dark Pattern
In Stock (8) Left,1,Scarcity
 Paul Henry ,0,Not Dark Pattern
Cincinnati Bengals T-Shirts,0,Not Dark Pattern
Compare Products ,0,Not Dark Pattern
Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front,0,Not Dark Pattern
"Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.",0,Not Dark Pattern
 Sports Bras ,0,Not Dark Pattern
Purchased 100+ times in the last few days.,1,Social Proof
Accessibly App features,0,Not Dark Pattern
Scarves & Snoods,0,Not Dark Pattern
Your cart is reserved for 14:05 minutes!,1,Urgency
 OH SHIP! Looks like that page wasn't found ,0,Not Dark Pattern
Only a few left!,1,Scarcity
In Stock Only 5 left!,1,Scarcity
Exotic Bird Food,0,Not Dark Pattern
Limited Time,1,Urgency
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,1,Scarcity
iPhones,0,Not Dark Pattern
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,0,Not Dark Pattern
Hurry Up! Only 1 Piece Left,1,Scarcity
LIMITED OFFER: $125 Off + 2 Free Pillows,1,Urgency
Want Free Shipping?,1,Misdirection
 Summer Simple Breathable Socks ,0,Not Dark Pattern
Sellout risk:,1,Scarcity
"No thanks, I donâ€™t like saving money.",1,Misdirection
Value of Product,0,Not Dark Pattern
00DAYS07HOURS09MINUTES39SECONDS,1,Urgency
Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,1,Social Proof
 Mountboard ,0,Not Dark Pattern
Graduations,0,Not Dark Pattern
 Light powerful. ,0,Not Dark Pattern
Availability: Low Stock 4 Remaining,1,Scarcity
Items in your cart are in high demand. But we have reserved your order.,1,Scarcity
Viewed 744 times today,1,Social Proof
Only 2 Left in Stock,1,Scarcity
1044 sold in past 12 months,1,Social Proof
Cropped Jeans,0,Not Dark Pattern
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,1,Social Proof
"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",1,Social Proof
Jeanne E. Bray Memorial Scholarship,0,Not Dark Pattern
"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool â„ï¸Nicotine Salt e-Liquid 15/30ml 7 hours ago",1,Social Proof
 Boardshorts,0,Not Dark Pattern
"The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.",0,Not Dark Pattern
Cheaney,0,Not Dark Pattern
 â‰¡ Filter Reviews Clicking on the following button will update the content below ,0,Not Dark Pattern
Arthritis Aids,0,Not Dark Pattern
Camo Shirts & T Shirts,0,Not Dark Pattern
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,1,Scarcity
TRE by Natalie Ratabesi,0,Not Dark Pattern
LIMITED TIME OFFER,1,Urgency
"Sign Up To Our Newsletter To Receive News, Offers And Promotions.",0,Not Dark Pattern
"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",1,Social Proof
Offer ends in 9hrs 55min 29sec!,1,Urgency
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,1,Urgency
 Sale By Category ,0,Not Dark Pattern
Floral Cross Stitch & Embroidery Kits,0,Not Dark Pattern
Your AccountTrack Your OrdersJoin Celebrations Passport,0,Not Dark Pattern
Dog Whistles & Lanyards,0,Not Dark Pattern
Hurry! Only 1 left in stock,1,Scarcity
1 people bought Jotter To Do Refill in the last few hours,1,Social Proof
Other people want this. 10 people have this in their cart right now.,1,Social Proof
 Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information ,0,Not Dark Pattern
Colors,0,Not Dark Pattern
Manage Consent Preferences,0,Not Dark Pattern
Select Occasion close,0,Not Dark Pattern
1 person is looking at this item.,1,Social Proof
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,1,Urgency
994 items sold this hour.,1,Social Proof
View All New Arrivals,0,Not Dark Pattern
How White Cloud Prevents E-Cig Sales to Minors Read More âžž,0,Not Dark Pattern
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",1,Social Proof
Availability: Low Stock,1,Scarcity
Low Stock,1,Scarcity
Influencer Program,0,Not Dark Pattern
View All Apartment,0,Not Dark Pattern
72% offers claimed. Hurry up!,1,Scarcity
(Only 1 Left),1,Scarcity
I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action
Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,1,Social Proof
limited availability at this price!,1,Scarcity
WilmaNorth Carolina,0,Not Dark Pattern
 TV & Home Appliances ,0,Not Dark Pattern
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",1,Urgency
"Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.",0,Not Dark Pattern
Quick Navigation,0,Not Dark Pattern
CHF,0,Not Dark Pattern
#NAME?,0,Not Dark Pattern
No I don't feel lucky,1,Misdirection
Ericdress Summer Patchwork Polyester Long Women's Tank Top,0,Not Dark Pattern
 More Sports ,0,Not Dark Pattern
 Bento Lunch Boxes & Food Containers ,0,Not Dark Pattern
 Clinical Studies ,0,Not Dark Pattern
 Accessories Collection ,0,Not Dark Pattern
3 LEFT,1,Scarcity
 Electric Daisy ,0,Not Dark Pattern
 VUSE Alto Menthol Pods ,0,Not Dark Pattern
Hurry! Only 2 left at this price!,1,Scarcity
Limited Time Offer,1,Urgency
"NO THANKS, I DON'T LIKE FREE STUFF",1,Misdirection
"Iâ€™ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action
 Crystal Beads ,0,Not Dark Pattern
Last purchased at 11:19am today.,1,Social Proof
9 sold in last 4 hours,1,Social Proof
Less than 10 left in stock,1,Scarcity
Â· Physical Healing,0,Not Dark Pattern
WAX Jeans,0,Not Dark Pattern
 Sold out ,0,Not Dark Pattern
Only 1 piece left.,1,Scarcity
"No thanks, I don't like good deals.",1,Misdirection
Only 5 pcs left!,1,Scarcity
Complete your purchase within the next 12:18 minutes and receive 10% off,1,Urgency
 All Clothing ,0,Not Dark Pattern
Rose Gold Shoes,0,Not Dark Pattern
33 sold in last 12 hours.,1,Social Proof
 Sign in & make your visit all about you ,0,Not Dark Pattern
3 Left,1,Scarcity
"No thanks, I don't want discount",1,Misdirection
228 People Have Viewed This Product Recently!,1,Social Proof
Taxes and shipping will be estimated at checkout.,0,Not Dark Pattern
Shop all,0,Not Dark Pattern
HURRY! ONLY 58 LEFT IN STOCK!,1,Scarcity
"Email us ASAP (like seriously) at getflat@flattummyco.com and we will do everything we can to update this for you. As soon as you order, we will send you a confirmation email so please check your details carefully.",0,Not Dark Pattern
Current Offers,0,Not Dark Pattern
Be the first to get updates as well as access to exclusive offers and promotions,0,Not Dark Pattern
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,1,Social Proof
660 people have viewed today,1,Social Proof
"Someone in Madrid, Spain just bought",1,Social Proof
 help@postergully.com,0,Not Dark Pattern
Sale Ends in 5 days 14 hours 42 mins 53 sec,1,Urgency
LOW STOCK: Only 1 left.,1,Scarcity
Men's Sports Bottoms,0,Not Dark Pattern
Only 16 Left in Stock!,1,Scarcity
 Shop By Shape ,0,Not Dark Pattern
"$3,159.20 $3,949.00 Limited time only",1,Urgency
This link will open in a new window,0,Not Dark Pattern
Hurry Up ! Time is running out,1,Urgency
 Low Price Guarantee ,0,Not Dark Pattern
5 left,1,Scarcity
"Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago",1,Social Proof
 Out of Stock! ,0,Not Dark Pattern
" Synthetic nicotine | Strawberry, kiwi & pomegranate ",0,Not Dark Pattern
Just BEE Queen,0,Not Dark Pattern
Would you like to buy more and save more?,1,Misdirection
FOR A LIMITED TIME ONLY,1,Urgency
 Track your order by entering your order number and email below or if you would like to create an account or log in (click here) ,0,Not Dark Pattern
Swedish Hasbeens,0,Not Dark Pattern
"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",1,Social Proof
Only 8 Left!,1,Scarcity
"No Thanks, I Prefer Paying Full Price.",1,Misdirection
Unique and personalized products to go as yourself.,0,Not Dark Pattern
 Search Search ,0,Not Dark Pattern
Only 10 left in stock,1,Scarcity
Did you know we have an app? Create shareable art and custom PopSockets designs with our unique image editing tools.,0,Not Dark Pattern
John Boos,0,Not Dark Pattern
Limited time offer,1,Urgency
 Bar Stools,0,Not Dark Pattern
"Get inspiration, new arrivals and the latest offers to your inbox.",0,Not Dark Pattern
11 people have purchased this item,1,Social Proof
2049 sold in the last 7 days,1,Social Proof
I don't like discounts,1,Misdirection
"no thanks, I like paying full price",1,Misdirection
232 people are viewing this offer!,1,Social Proof
"Prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the Passport Program, and (iii) where you may find more information about the Passport Program. We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you.",1,Obstruction
02 DAYS :23 HOURS :00 MINS :54 SECS,1,Urgency
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,1,Urgency
LEGO Sondersets Saison Polybags Promotionals ExklusiveOpens in a new window or tab,0,Not Dark Pattern
Custom Kids Headwear,0,Not Dark Pattern
"N++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, thereâ€™s a slew of inadvertently homicidal enemy robots trying to prevent you from completing your goal.",0,Not Dark Pattern
Sale ending in 0 days 04 hours 12 minutes 10 seconds,1,Urgency
Return my item,0,Not Dark Pattern
Baby Size Guide,0,Not Dark Pattern
127 People viewed this product this week,1,Social Proof
ðŸ”¥ 2 people are looking right now,1,Social Proof
 Drive and Focus ,0,Not Dark Pattern
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,1,Urgency
161 people have viewed this item,1,Social Proof
Only 2 left.,1,Scarcity
Hurry! Only 7 left in stock.,1,Scarcity
Hot Offer. Limited Time,1,Urgency
 Gameday Collection ,0,Not Dark Pattern
Whoops! ,0,Not Dark Pattern
Only 1 Left in Stock!,1,Scarcity
Memory Cards,0,Not Dark Pattern
"Rick in Columbia, United States purchased a",1,Social Proof
9 items left,1,Scarcity
Hurry up! Only 11 items left,1,Scarcity
Welcome Newcomer,0,Not Dark Pattern
"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",1,Social Proof
Grab yourself a bargain!,1,Misdirection
We are not currently accepting orders from outside of the UK.,0,Not Dark Pattern
Hurry! Only 1 left!,1,Scarcity
NRA Whittington Center Store,0,Not Dark Pattern
"No Thanks, I prefer not to have a protection plan",1,Misdirection
New Vintage Stylish Belt Watch - Women,0,Not Dark Pattern
31 have it in their cart,1,Social Proof
 First to know about upcoming tastings & events ,0,Not Dark Pattern
 Why buy from us ,0,Not Dark Pattern
Plus Size Shirts and Blouses,0,Not Dark Pattern
People also buy this with,1,Misdirection
HURRY! ONLY 31 LEFT IN STOCK.,1,Scarcity
 A Date With Duchess ,0,Not Dark Pattern
Only 3 left.,1,Scarcity
Wish Your Loved Ones Instantly with Ferns N Petals International Services,0,Not Dark Pattern
We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,1,Obstruction
"Order now, only 2 left in stock!",1,Scarcity
 PopGrip MagSafe Refine by Product Type: PopGrip MagSafe ,0,Not Dark Pattern
What's New By Category,0,Not Dark Pattern
 Active Filters English (United States) English (United States) âœ˜ Remove Filter ,0,Not Dark Pattern
"Someone in Chambersburg, Pennsylvania purchased",1,Social Proof
â€º Sub Ohm Juice,0,Not Dark Pattern
2day 13:49:51 Left,1,Urgency
Hurry up! Sale Ends in,1,Urgency
B-Series Truck remotes,0,Not Dark Pattern
Red Tops,0,Not Dark Pattern
 JOINT Oil ,0,Not Dark Pattern
Limited Stock,1,Scarcity
Orthopedic,0,Not Dark Pattern
Retro Cordless Edison Bulb Lamp,0,Not Dark Pattern
93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,1,Social Proof
Speed Lace Accessory Kit - Silver,0,Not Dark Pattern
"No, thanks. I'd rather pay full price.",1,Misdirection
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,1,Misdirection
Americas,0,Not Dark Pattern
Here to help,0,Not Dark Pattern
 Comfy and looks great ,0,Not Dark Pattern
Creators' Council,0,Not Dark Pattern
Yes! Upgrade my purchase,1,Misdirection
"Jeremy in Warroad, United States purchased a",1,Social Proof
Kick those cravings,0,Not Dark Pattern
 Brushes + Tools ,0,Not Dark Pattern
Free climate compensated shipping & returns,0,Not Dark Pattern
Deal expires in: 03 hrs 25 mins 22 sec,1,Urgency
FREE SHIPPING // FOR A LIMITED TIME ONLY,1,Urgency
 Read More ,0,Not Dark Pattern
"Location: Kansas City, MO",0,Not Dark Pattern
"Find your local store, view opening hours and find out where you can get your latest pickup in-store!",0,Not Dark Pattern
only 5 left in stock!,1,Scarcity
Casual Wear,0,Not Dark Pattern
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING OVER $80 HURRY! LIMITED TIME ONLY,1,Urgency
 Resend One time Pin ,0,Not Dark Pattern
Case Material,0,Not Dark Pattern
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",1,Social Proof
tedpullin,0,Not Dark Pattern
Custom Women's Apparel,0,Not Dark Pattern
Ask a Question,0,Not Dark Pattern
Discontinued Item,0,Not Dark Pattern
Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00,1,Sneaking
No I'd rather not hear about exclusive offers and discounts.,1,Misdirection
"No thanks, Iâ€™d rather pay more",1,Misdirection
Only 3 left in stock!,1,Scarcity
 Don't leave without taking discount ,0,Not Dark Pattern
View your order history,0,Not Dark Pattern
What people are saying about us...,1,Social Proof
Hydration,0,Not Dark Pattern
Act now and save $12.99. Limited time only!,1,Urgency
Only 13 left!,1,Scarcity
"If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.",1,Obstruction
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,1,Misdirection
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80 ,1,Urgency
about us,0,Not Dark Pattern
 Microsoft Xbox One S Wireless Controller Â» ,0,Not Dark Pattern
Carports & Garages,0,Not Dark Pattern
You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM â€“ 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,1,Obstruction
"Hurry, only 5 left",1,Scarcity
"After trying several other shades of red, Iâ€™ve tried this one and just love it. It is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful.",0,Not Dark Pattern
No thanks! I don't like deals,1,Misdirection
 Ireland EUR,0,Not Dark Pattern
Fashion Forward,0,Not Dark Pattern
"You may cancel your Minted More membership at any time by contacting Minted Customer Service at www.minted.com/help. If you cancel your membership before your Minted More gift box has shipped, we will refund your full membership fee; provided that we may charge you (or withhold from your refund) the value of Minted More discount benefits used by you and your account prior to cancellation. If you cancel at any other time, your membership fee is non-refundable.",1,Obstruction
Optics and Mounts,0,Not Dark Pattern
Don't Know Pincode?,0,Not Dark Pattern
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",1,Urgency
Your order is reserved for 29:52 minutes!,1,Urgency
"NA-KD, White",0,Not Dark Pattern
Game Extraction & Prep,0,Not Dark Pattern
Golf Remotes,0,Not Dark Pattern
Baby Girl Shoes,0,Not Dark Pattern
 Books About Indian Culture ,0,Not Dark Pattern
"For any other inquiries, Click here",0,Not Dark Pattern
Round Boards,0,Not Dark Pattern
LIMITED TIME ONLY,1,Urgency
Only 9 left!,1,Scarcity
"Mher from San Angelo, TX Recently made a purchase with Crossrope",1,Social Proof
"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or â€˜Skipâ€™ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).",1,Obstruction
3 left in stock,1,Scarcity
No thanks. I love chaos!,1,Misdirection
 By Doug,0,Not Dark Pattern
"No thanks, I like paying full price",1,Misdirection
Show Cart,0,Not Dark Pattern
Lean To Sheds,0,Not Dark Pattern
 Cordless Phones For Seniors ,0,Not Dark Pattern
ONLY 9 LEFT,1,Scarcity
"No Thanks, I don't want official software at the best price.",1,Misdirection
 Bra Panty Set ,0,Not Dark Pattern
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,0,Not Dark Pattern
Only 4 left in stock,1,Scarcity
Trending Players,0,Not Dark Pattern
10 Left in stock,1,Scarcity
Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,0,Social Proof
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",0,Social Proof
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,0,Social Proof
9 people are viewing this.,0,Social Proof
5338 people viewed this in the last hour,0,Social Proof
"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",0,Social Proof
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,0,Social Proof
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",0,Social Proof
"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",0,Social Proof
"Crystal Li in Flushing, United States purchased a",0,Social Proof
ðŸ”¥ 2 people are looking right now,0,Social Proof
3 people bought this item last week.,0,Social Proof
31 people seeing this product right now,0,Social Proof
"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",0,Social Proof
19 people have viewed this item,0,Social Proof
Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,0,Social Proof
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",0,Social Proof
2 people are looking at this listing now,0,Social Proof
4 sold in last 5 hours,1,Social Proof
72 Viewing This Product,1,Social Proof
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",1,Social Proof
Favored By: 400 people!,0,Social Proof
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",0,Social Proof
"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago",0,Social Proof
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",0,Social Proof
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,1,Social Proof
Real time 30 Visitor right now,1,Social Proof
9 sold in last 4 hours,1,Social Proof
"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",0,Social Proof
61 people have already bought that product today with 50% discount,1,Social Proof
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",0,Social Proof
"1,446 people have viewed this item",0,Social Proof
218 people have added this item to cart,0,Social Proof
11 people have purchased this item,0,Social Proof
Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,0,Social Proof
38 people are viewing this,0,Social Proof
"Someone from Rochedale, Queensland, Australia started buying this!",0,Social Proof
39 recently purchased it,0,Social Proof
85 have it in their cart,0,Social Proof
"Leah Rich in Louisville, United States purchased a",0,Social Proof
"Someone in Madrid, Spain just bought",0,Social Proof
33 sold in last 12 hours.,1,Social Proof
78 Persons looking for this product,1,Social Proof
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",0,Social Proof
"Tyler in Norwalk, United States purchased a",0,Social Proof
"Someone in Ampang, Malaysia just bought",0,Social Proof
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,0,Social Proof
"Sudha rana from Jaipur bought this product, 23 Mins ago.",0,Social Proof
404 Orders,0,Social Proof
Trending Style! Sold 4 times today,0,Social Proof
